# colibri-trace,v1
ns,forward,thread,kind,layer,eid,generation,resource
7019169534300,16,0,msa_select_begin,1,-1,0,5
7019169534500,16,0,msa_select_end,1,-1,0,5
7019169628300,16,0,route_ready,1,1,0,0
7019169628300,16,0,route_ready,1,0,0,0
7019169628700,16,0,weight_lru,1,1,0,0
7019169628800,16,0,weight_lru,1,0,0,1
7019169628800,16,0,compute_start,1,1,0,0
7019169726700,16,0,compute_end,1,1,0,0
7019169727000,16,0,compute_start,1,0,0,1
7019169821200,16,0,compute_end,1,0,0,1
7019169922900,16,0,forward_end,1,-1,0,1
7019169955000,17,0,forward_begin,0,-1,0,1
7019170383600,17,0,msa_scan_begin,1,-1,0,5
7019170384100,17,0,msa_scan_end,1,-1,0,5
7019170384100,17,0,msa_select_begin,1,-1,0,5
7019170384400,17,0,msa_select_end,1,-1,0,5
7019170488600,17,0,route_ready,1,1,0,0
7019170488600,17,0,route_ready,1,0,0,0
7019170488900,17,0,weight_lru,1,1,0,0
7019170489000,17,0,weight_lru,1,0,0,1
7019170489100,17,0,compute_start,1,1,0,0
7019170582900,17,0,compute_end,1,1,0,0
7019170583100,17,0,compute_start,1,0,0,1
7019170678300,17,0,compute_end,1,0,0,1
7019170775300,17,0,forward_end,1,-1,0,1
7019170806800,18,0,forward_begin,0,-1,0,1
7019171213500,18,0,msa_scan_begin,1,-1,0,5
7019171214000,18,0,msa_scan_end,1,-1,0,5
7019171214000,18,0,msa_select_begin,1,-1,0,5
7019171214200,18,0,msa_select_end,1,-1,0,5
7019171314600,18,0,route_ready,1,0,0,0
7019171314600,18,0,route_ready,1,1,0,0
7019171315100,18,0,weight_lru,1,0,0,0
7019171315100,18,0,weight_lru,1,1,0,1
7019171315300,18,0,compute_start,1,0,0,0
7019171410600,18,0,compute_end,1,0,0,0
7019171410800,18,0,compute_start,1,1,0,1
7019171507300,18,0,compute_end,1,1,0,1
7019171608700,18,0,forward_end,1,-1,0,1
7019171637900,19,0,forward_begin,0,-1,0,1
7019172067500,19,0,msa_scan_begin,1,-1,0,6
7019172070600,19,0,msa_scan_end,1,-1,0,6
7019172070600,19,0,msa_select_begin,1,-1,0,6
7019172070800,19,0,msa_select_end,1,-1,0,6
7019172190900,19,0,route_ready,1,1,0,0
7019172192500,19,0,route_ready,1,0,0,0
7019172193200,19,0,weight_lru,1,1,0,0
7019172193200,19,0,weight_lru,1,0,0,1
7019172193300,19,0,compute_start,1,1,0,0
7019172281600,19,0,compute_end,1,1,0,0
7019172281900,19,0,compute_start,1,0,0,1
7019172382900,19,0,compute_end,1,0,0,1
7019172481800,19,0,forward_end,1,-1,0,1
7019172513100,20,0,forward_begin,0,-1,0,1
7019172939100,20,0,msa_scan_begin,1,-1,0,6
7019172939500,20,0,msa_scan_end,1,-1,0,6
7019172939600,20,0,msa_select_begin,1,-1,0,6
7019172939800,20,0,msa_select_end,1,-1,0,6
7019173040100,20,0,route_ready,1,1,0,0
7019173040100,20,0,route_ready,1,0,0,0
7019173040600,20,0,weight_lru,1,1,0,0
7019173040600,20,0,weight_lru,1,0,0,1
7019173040800,20,0,compute_start,1,1,0,0
7019173141000,20,0,compute_end,1,1,0,0
7019173141200,20,0,compute_start,1,0,0,1
7019173237600,20,0,compute_end,1,0,0,1
7019173334900,20,0,forward_end,1,-1,0,1
7019173371700,21,0,forward_begin,0,-1,0,1
7019173816000,21,0,msa_scan_begin,1,-1,0,6
7019173816500,21,0,msa_scan_end,1,-1,0,6
7019173816500,21,0,msa_select_begin,1,-1,0,6
7019173816800,21,0,msa_select_end,1,-1,0,6
7019173913000,21,0,route_ready,1,1,0,0
7019173913000,21,0,route_ready,1,0,0,0
7019173913500,21,0,weight_lru,1,1,0,0
7019173913600,21,0,weight_lru,1,0,0,1
7019173913700,21,0,compute_start,1,1,0,0
7019174017300,21,0,compute_end,1,1,0,0
7019174017500,21,0,compute_start,1,0,0,1
7019174113900,21,0,compute_end,1,0,0,1
7019174209000,21,0,forward_end,1,-1,0,1
7019155798900,1,1,load_start,1,1,1,0
7019155829600,1,1,load_complete,1,1,1,0
7019155803200,1,2,load_start,1,0,1,1
7019155845200,1,2,load_complete,1,0,1,1
